REF_DATE	GEO	National Occupational Classification (NOC)	VALUE
2013	British Columbia	Professional occupations in business and finance [11]	78.8
2013	British Columbia	Administrative and financial supervisors and administrative occupations [12]	92.7
2013	British Columbia	Finance, insurance and related business administrative occupations [13]	31.2
2013	British Columbia	Office support occupations [14]	102.9
2013	British Columbia	Distribution, tracking and scheduling co-ordination occupations [15]	37.7
2013	British Columbia	Natural and applied sciences and related occupations [2]	161.1
2013	British Columbia	Professional occupations in natural and applied sciences [21]	88.9
2013	British Columbia	Technical occupations related to natural and applied sciences [22]	72.3
2013	British Columbia	Health occupations [3]	164.7
2013	British Columbia	Professional occupations in nursing [30]	46.9
2013	British Columbia	Professional occupations in health (except nursing) [31]	36.4
2013	British Columbia	Technical occupations in health [32]	42.8
2013	British Columbia	Assisting occupations in support of health services [34]	38.6
2013	British Columbia	Occupations in education, law and social, community and government services [4]	247
2013	British Columbia	Professional occupations in education services [40]	85.8
2013	British Columbia	Professional occupations in law and social, community and government services [41]	57.7
2013	British Columbia	Paraprofessional occupations in legal, social, community and education services [42]	48.5
2013	British Columbia	Occupations in front-line public protection services [43]	13.3
2013	British Columbia	Care providers and educational, legal and public protection support occupations [44]	41.7
2013	British Columbia	Occupations in art, culture, recreation and sport [5]	80.1
2013	British Columbia	Professional occupations in art and culture [51]	29
2013	British Columbia	Technical occupations in art, culture, recreation and sport [52]	51.1
2013	British Columbia	Sales and service occupations [6]	596.3
2013	British Columbia	Retail sales supervisors and specialized sales occupations [62]	80.8
2013	British Columbia	Service supervisors and specialized service occupations [63]	96.1
2013	British Columbia	Sales representatives and salespersons - wholesale and retail trade [64]	117.3
2013	British Columbia	Service representatives and other customer and personal services occupations [65]	112.2
2013	British Columbia	Sales support occupations [66]	72.7
2013	British Columbia	Service support and other service occupations, n.e.c. [67]	117.3
2013	British Columbia	Trades, transport and equipment operators and related occupations [7]	357.7
2013	British Columbia	Industrial, electrical and construction trades [72]	128.8
2013	British Columbia	Maintenance and equipment operation trades [73]	82.2
2013	British Columbia	Other installers, repairers and servicers and material handlers [74]	38.1
2013	British Columbia	Transport and heavy equipment operation and related maintenance occupations [75]	85.8
2013	British Columbia	Trades helpers, construction labourers and related occupations [76]	22.9
2013	British Columbia	Natural resources, agriculture and related production occupations [8]	57.8
2013	British Columbia	Supervisors and technical occupations in natural resources, agriculture and related production [82]	26
2013	British Columbia	Workers in natural resources, agriculture and related production [84]	14.4
2013	British Columbia	Harvesting, landscaping and natural resources labourers [86]	17.4
2013	British Columbia	Occupations in manufacturing and utilities [9]	69.7
2013	British Columbia	Processing, manufacturing and utilities supervisors and central control operators [92]	16.7
2013	British Columbia	Processing and manufacturing machine operators and related production workers [94]	25.1
2013	British Columbia	Assemblers in manufacturing [95]	11.8
2013	British Columbia	Labourers in processing, manufacturing and utilities [96]	16.1
2014	Newfoundland and Labrador	Total employed, all occupations	238.2
2014	Newfoundland and Labrador	Management occupations [0]	16.6
2014	Newfoundland and Labrador	Senior management occupations [00]	1.3
2014	Newfoundland and Labrador	Specialized middle management occupations [01-05]	5.2
2014	Newfoundland and Labrador	Middle management occupations in retail and wholesale trade and customer services [06]	6.5
2014	Newfoundland and Labrador	Middle management occupations in trades, transportation, production and utilities [07-09]	3.6
2014	Newfoundland and Labrador	Business, finance and administration occupations [1]	33.1
2014	Newfoundland and Labrador	Professional occupations in business and finance [11]	7.3
2014	Newfoundland and Labrador	Administrative and financial supervisors and administrative occupations [12]	10
2014	Newfoundland and Labrador	Finance, insurance and related business administrative occupations [13]	1.6
2014	Newfoundland and Labrador	Office support occupations [14]	10.3
2014	Newfoundland and Labrador	Distribution, tracking and scheduling co-ordination occupations [15]	3.9
2014	Newfoundland and Labrador	Natural and applied sciences and related occupations [2]	19.1
2014	Newfoundland and Labrador	Professional occupations in natural and applied sciences [21]	9.2
2014	Newfoundland and Labrador	Technical occupations related to natural and applied sciences [22]	9.9
2014	Newfoundland and Labrador	Health occupations [3]	19.4
2014	Newfoundland and Labrador	Professional occupations in nursing [30]	6.1
2014	Newfoundland and Labrador	Professional occupations in health (except nursing) [31]	4.2
2014	Newfoundland and Labrador	Technical occupations in health [32]	5.1
2014	Newfoundland and Labrador	Assisting occupations in support of health services [34]	4
2014	Newfoundland and Labrador	Occupations in education, law and social, community and government services [4]	29.8
2014	Newfoundland and Labrador	Professional occupations in education services [40]	9.7
2014	Newfoundland and Labrador	Professional occupations in law and social, community and government services [41]	5.9
2014	Newfoundland and Labrador	Paraprofessional occupations in legal, social, community and education services [42]	4.7
2014	Newfoundland and Labrador	Occupations in front-line public protection services [43]	1.3
2014	Newfoundland and Labrador	Care providers and educational, legal and public protection support occupations [44]	8.2
2014	Newfoundland and Labrador	Occupations in art, culture, recreation and sport [5]	4.5
2014	Newfoundland and Labrador	Professional occupations in art and culture [51]	1.5
2014	Newfoundland and Labrador	Technical occupations in art, culture, recreation and sport [52]	3
2014	Newfoundland and Labrador	Sales and service occupations [6]	59.1
2014	Newfoundland and Labrador	Retail sales supervisors and specialized sales occupations [62]	7.6
2014	Newfoundland and Labrador	Service supervisors and specialized service occupations [63]	9.4
2014	Newfoundland and Labrador	Sales representatives and salespersons - wholesale and retail trade [64]	9.8
2014	Newfoundland and Labrador	Service representatives and other customer and personal services occupations [65]	9.6
2014	Newfoundland and Labrador	Sales support occupations [66]	11
2014	Newfoundland and Labrador	Service support and other service occupations, n.e.c. [67]	11.6
2014	Newfoundland and Labrador	Trades, transport and equipment operators and related occupations [7]	40.5
2014	Newfoundland and Labrador	Industrial, electrical and construction trades [72]	17
2014	Newfoundland and Labrador	Maintenance and equipment operation trades [73]	7.9
2014	Newfoundland and Labrador	Other installers, repairers and servicers and material handlers [74]	2.6
2014	Newfoundland and Labrador	Transport and heavy equipment operation and related maintenance occupations [75]	10
2014	Newfoundland and Labrador	Trades helpers, construction labourers and related occupations [76]	3
2014	Newfoundland and Labrador	Natural resources, agriculture and related production occupations [8]	10
2014	Newfoundland and Labrador	Supervisors and technical occupations in natural resources, agriculture and related production [82]	6.3
2014	Newfoundland and Labrador	Workers in natural resources, agriculture and related production [84]	2
2014	Newfoundland and Labrador	Harvesting, landscaping and natural resources labourers [86]	1.7
2014	Newfoundland and Labrador	Occupations in manufacturing and utilities [9]	6.2
2014	Newfoundland and Labrador	Processing, manufacturing and utilities supervisors and central control operators [92]	2.1
2014	Newfoundland and Labrador	Processing and manufacturing machine operators and related production workers [94]	1.9
2014	Newfoundland and Labrador	Assemblers in manufacturing [95]	0.8
2014	Newfoundland and Labrador	Labourers in processing, manufacturing and utilities [96]	1.4
2014	Nova Scotia	Total employed, all occupations	442.4
2014	Nova Scotia	Management occupations [0]	38
2014	Nova Scotia	Senior management occupations [00]	1
2014	Nova Scotia	Specialized middle management occupations [01-05]	12.1
2014	Nova Scotia	Middle management occupations in retail and wholesale trade and customer services [06]	15.1
2014	Nova Scotia	Middle management occupations in trades, transportation, production and utilities [07-09]	9.8
